,0
132,-0.014709951343144843
133,-0.015281648852235836
134,-0.015710382114011698
135,-0.016137029530175612
136,-0.016520627597718333
137,-0.016843088725708957
138,-0.017173829555711864
139,-0.017416401963887346
140,-0.01760543658805429
141,-0.017815112140661202
142,-0.017994326212427345
143,-0.018174224514672616
144,-0.018368732596591362
145,-0.018547910586633333
146,-0.01876812241648597
147,-0.018940756573101753
148,-0.01911567258898505
149,-0.019274006361805037
150,-0.019476406249275824
151,-0.019707564833441733
152,-0.019878154900036197
153,-0.02002877251997268
154,-0.020144673129701435
155,-0.02021686758352015
156,-0.02025675628030247
157,-0.02028119449621047
158,-0.020301765617439706
159,-0.020317104083215257
160,-0.020314247481677903
161,-0.020292955619983462
162,-0.020275390531926424
163,-0.02021635696254285
164,-0.020116626110412084
165,-0.020016739780002266
166,-0.019899018575676726
167,-0.01975091209745033
168,-0.019588943072632942
169,-0.01937097810149426
170,-0.01916663535093804
171,-0.01897026733868275
172,-0.01875980396457021
173,-0.018538102104754824
174,-0.018313216140424842
175,-0.018141176356468003
176,-0.01795666555858385
177,-0.017749749315570645
178,-0.017571711894851353
179,-0.017344150367819063
180,-0.017138128601511624
181,-0.016915492776104643
182,-0.016641172044788533
183,-0.016405208441053427
184,-0.016113125708738962
185,-0.015689843158363023
186,-0.015231715400602135
187,-0.014701671752393602
188,-0.014180667224781339
189,-0.013649810843828231
190,-0.013132317964487088
191,-0.012616074808380574
192,-0.012625294444699559
193,-0.013157839424226773
194,-0.013731676543626045
195,-0.01426414523226387
196,-0.014758961530257686
197,-0.015294473351302601
198,-0.01571330768379191
199,-0.016123186397443548
200,-0.016483322702886934
201,-0.016751770887040166
202,-0.017051691161159108
203,-0.01725072703435465
204,-0.017400647104704067
205,-0.017551464428550746
206,-0.01768967011053436
207,-0.017851252207926535
208,-0.01801734014638252
209,-0.018162079563074515
210,-0.018362690715724616
211,-0.018538304071622127
212,-0.018722461627217947
213,-0.01890330594501273
214,-0.019107091611531162
215,-0.01935437248706426
216,-0.01955384366982273
217,-0.019745425393745058
218,-0.019889124893198974
219,-0.01999746140043112
220,-0.020074012432219773
221,-0.020125870636718692
222,-0.020163721224577512
223,-0.020170639940962756
224,-0.020148501550501487
225,-0.02010591917928072
226,-0.020051698524071602
227,-0.019973305258447566
228,-0.01982804125586269
229,-0.01967247436249131
230,-0.019512728972791552
231,-0.0193284384763095
232,-0.019135188378473
233,-0.01885314683005182
234,-0.01862423368764353
235,-0.018400018710263328
236,-0.01816533144734622
237,-0.017953732550190515
238,-0.017767390323385177
239,-0.017622949534000124
240,-0.017464283099738902
241,-0.01732078332600483
242,-0.017197790992372838
243,-0.017015169826737217
244,-0.01685766423169347
245,-0.016678779417159884
246,-0.016445449879475344
247,-0.01625716879284393
248,-0.01605095854491893
249,-0.015665140841030104
250,-0.01522656063021116
251,-0.014719198082974653
252,-0.014223977727714726
253,-0.013724887214572068
254,-0.013235026860011006
255,-0.012728956995060364
256,-0.012742976814161637
257,-0.013267357476375696
258,-0.013803936886575632
259,-0.014301290417295016
260,-0.014769325829579953
261,-0.015299006587579909
262,-0.01570498962209851
263,-0.016089417495938188
264,-0.016405543377303034
265,-0.016606460529972798
266,-0.016827258718846702
267,-0.016950085389458268
268,-0.017044234346769715
269,-0.017134849232408617
270,-0.017190651540499265
271,-0.01727904518939025
272,-0.017410763870184635
273,-0.017560723306862154
274,-0.01773722799586703
275,-0.017897907003564095
276,-0.01809776798696952
277,-0.018293653390597683
278,-0.018507492442625763
279,-0.01880048889390434
280,-0.019038618734954493
281,-0.019290123936889867
282,-0.019492020607828824
283,-0.019641312752162108
284,-0.01976114633602607
285,-0.019842742733344507
286,-0.01990092334654473
287,-0.019911302983051115
288,-0.019889166409838035
289,-0.019812220963701582
290,-0.019710064347314895
291,-0.01960018995553165
292,-0.019408467021375803
293,-0.019203655323648317
294,-0.01897912887827206
295,-0.01872382196915409
296,-0.018477956546951217
297,-0.01815152903661851
298,-0.01789154665691828
299,-0.01764431138329036
300,-0.017396420891320357
301,-0.017210440499512134
302,-0.017075353627842356
303,-0.016973090072817082
304,-0.016856439703879875
305,-0.01676884372031808
306,-0.016694828761122795
307,-0.016562073404590764
308,-0.0164703362087519
309,-0.0163522281775993
310,-0.016191049139100373
311,-0.016055607167466103
312,-0.0159047508110469
313,-0.015582364883587788
314,-0.015187996150920096
315,-0.014701438544566263
316,-0.014254814428041157
317,-0.013781155715823473
318,-0.013303655493122471
319,-0.012804018892106625
320,-0.012857425280981993
321,-0.013331907337139811
322,-0.013821253585467081
323,-0.014295174012999843
324,-0.014756663372419066
325,-0.015275311866942505
326,-0.015640624510115483
327,-0.015919097420798816
328,-0.016140320947935147
329,-0.016273369193934382
330,-0.016365374273282583
331,-0.016375343871428062
332,-0.016375677236092432
333,-0.016374313015248436
334,-0.01638597850261296
335,-0.0164150086689304
336,-0.016466234667464493
337,-0.01655225085567991
338,-0.01669174445317981
339,-0.016837324884368267
340,-0.017030439098373124
341,-0.01724389906744733
342,-0.017486001656854155
343,-0.01782715289420605
344,-0.018149028513429786
345,-0.018488654700378335
346,-0.01877354095393956
347,-0.018982706912790297
348,-0.019183395609118605
349,-0.019317880841123937
350,-0.019404317130880228
351,-0.019423216062760568
352,-0.019408928664486767
353,-0.019304693207335702
354,-0.019151262468592927
355,-0.01897090150033866
356,-0.018714728663386245
357,-0.018466271209812743
358,-0.01815820260124808
359,-0.01781373091601649
360,-0.017486027902993535
361,-0.0171054944473537
362,-0.01678695128746515
363,-0.016540442008330155
364,-0.016325342039366385
365,-0.01617553670296289
366,-0.016057424735552665
367,-0.015993273891924478
368,-0.015944300958636425
369,-0.01590119924603297
370,-0.015889159320996472
371,-0.015873213214744174
372,-0.015854593110182974
373,-0.015826342406809125
374,-0.01577344041665405
375,-0.01569443648464328
376,-0.01561543015634166
377,-0.015401691205266847
378,-0.015068058036141668
379,-0.014619163640999279
380,-0.014198149534796655
381,-0.013777888673412536
382,-0.013350150654241106
383,-0.012880426463774002
384,-0.012961924396644082
385,-0.013382765016317145
386,-0.01383766760704936
387,-0.014304221580133062
388,-0.01473838327931496
389,-0.0151966913008618
390,-0.01548713113364724
391,-0.015675478603053256
392,-0.015805058267802752
393,-0.015879058651882685
394,-0.01587690620375185
395,-0.015807440164245803
396,-0.015731062311812528
397,-0.01564962527286103
398,-0.015603424850710307
399,-0.015594580050646992
400,-0.015592110618811694
401,-0.01560779517448517
402,-0.01568831165204012
403,-0.015801590329376527
404,-0.01596046508325639
405,-0.016179279564835003
406,-0.01645109283525772
407,-0.016834606531413412
408,-0.017218038629023855
409,-0.017631216895971604
410,-0.017998140786786108
411,-0.018297256492839694
412,-0.01856748247079819
413,-0.01876950534077572
414,-0.018910375912312944
415,-0.01895148161249862
416,-0.01893738626383071
417,-0.01882435373582092
418,-0.018636757434197973
419,-0.018385236877142268
420,-0.018042831051106163
421,-0.017725293453244605
422,-0.017364990736149482
423,-0.016959626450075326
424,-0.016582475528296687
425,-0.016138347825238087
426,-0.0158047163542637
427,-0.015553560532591403
428,-0.015307930693169304
429,-0.015149883206963088
430,-0.015055245584656823
431,-0.015011181290266745
432,-0.015030671284749095
433,-0.015062815239842394
434,-0.01511961322487236
435,-0.015204429178736868
436,-0.015261207501192272
437,-0.015292094564616474
438,-0.015282937591798653
439,-0.01524168607750089
440,-0.015228585386117061
441,-0.015116835231648501
442,-0.014860136736965183
443,-0.014475201135208317
444,-0.014097896265376917
445,-0.013696562990439715
446,-0.013317386560072234
447,-0.012929879047977402
448,-0.01305270962783097
449,-0.013452263252351201
450,-0.01388179942448864
451,-0.014302953120749131
452,-0.014655890759796697
453,-0.01499280822348951
454,-0.015192706309331007
455,-0.015320408219771157
456,-0.015373182806804534
457,-0.015377557260257762
458,-0.015323171120432825
459,-0.01520815072651707
460,-0.01509406111722293
461,-0.014973421473627494
462,-0.014865451557628227
463,-0.014793676716411224
464,-0.014747102627034867
465,-0.014733678915532622
466,-0.01475347904542462
467,-0.014805440474897265
468,-0.014922588766963972
469,-0.015107044430269171
470,-0.015397770334649926
471,-0.01582190631119169
472,-0.016262901513053943
473,-0.01672212158091112
474,-0.017147131823180138
475,-0.01754762811743679
476,-0.01791498230612024
477,-0.018188262154874874
478,-0.018395851433268363
479,-0.018472276982006555
480,-0.018460089254381716
481,-0.018320234837823596
482,-0.018094377088129936
483,-0.01778835883285087
484,-0.01732900600103704
485,-0.01692434874825386
486,-0.016487520093148834
487,-0.016027940777289095
488,-0.015610933757981388
489,-0.015125710706212075
490,-0.014749059740454285
491,-0.014480633038854742
492,-0.014240766552908382
493,-0.01409202400700091
494,-0.01404828425342018
495,-0.014045358297004502
496,-0.014111840495236082
497,-0.014222861286990865
498,-0.014351991784601826
499,-0.014498516522877303
500,-0.01462552816820068
501,-0.014718791200906172
502,-0.014764823830317849
503,-0.014782768070231078
504,-0.014833996300221218
505,-0.014817446028201613
506,-0.014638405378807362
507,-0.014333949435821119
508,-0.014017535251421027
509,-0.013648415939254664
510,-0.013291393349352365
511,-0.012964094391675972
512,-0.013116449426107051
513,-0.013517068261419019
514,-0.013906680219757496
515,-0.01424365841025458
516,-0.014511318828252021
517,-0.01473741686333576
518,-0.014880795017591004
519,-0.014976944117335203
520,-0.014976296979684141
521,-0.014934982137619538
522,-0.014806850077327093
523,-0.014659036392893092
524,-0.014524479866209675
525,-0.014383678676183148
526,-0.014229212422332674
527,-0.014089489112111536
528,-0.013972486792846515
529,-0.013909049718173734
530,-0.013867197519667813
531,-0.01389812819350567
532,-0.014000998591530842
533,-0.014144718431472999
534,-0.014417489981080498
535,-0.014857160824716439
536,-0.015327497545814408
537,-0.015812446498530395
538,-0.016269310686025246
539,-0.016741771399546045
540,-0.017235099024230947
541,-0.01755551933688265
542,-0.01781305439330923
543,-0.01792612247894689
544,-0.017927915324833524
545,-0.017770447382865415
546,-0.017503863077011673
547,-0.017157909799540242
548,-0.01662441332094681
549,-0.016157903384243295
550,-0.01565594375295842
551,-0.015146830896998916
552,-0.01469767396226249
553,-0.014165479020045585
554,-0.013756142826823949
555,-0.013503752341729743
556,-0.013319518411126136
557,-0.013223714363369743
558,-0.013239442274647642
559,-0.013276896640477338
560,-0.013368220108909225
561,-0.01350343344442885
562,-0.013656753734039837
563,-0.013855379249914816
564,-0.014013197431955159
565,-0.014169157689757997
566,-0.014308313116531843
567,-0.014391805147275848
568,-0.014484747909730608
569,-0.014517670131302621
570,-0.014418831266351443
571,-0.014200048081113092
572,-0.013944421501533036
573,-0.013620439922474331
574,-0.01327964235488324
575,-0.012988820686351122
576,-0.01315393598090602
577,-0.013556254780203331
578,-0.013883641147143752
579,-0.014132107524422555
580,-0.014334271444980276
581,-0.01451117657207675
582,-0.014617803122719607
583,-0.014683459337712083
584,-0.014659011123856109
585,-0.014550968648049983
586,-0.014335811063977256
587,-0.014139560176638302
588,-0.013966304840422765
589,-0.013785228724806139
590,-0.013613827379429979
591,-0.013449789993760078
592,-0.013292921368142412
593,-0.01318528938139118
594,-0.013111644440905115
595,-0.013121141831948896
596,-0.013200548830326274
597,-0.013333151422748322
598,-0.013605812385324365
599,-0.01403381695669672
600,-0.014453261419461391
601,-0.014938041004033599
602,-0.015451625144190888
603,-0.01599224996074785
604,-0.016570888786452805
605,-0.016971399668990785
606,-0.01729820659694065
607,-0.017482898230478203
608,-0.017525393137926705
609,-0.01735159845337872
610,-0.017038798295223832
611,-0.016601091446476653
612,-0.01600243054283695
613,-0.015460979652586982
614,-0.014921658644619046
615,-0.014396405541732224
616,-0.01390579429047904
617,-0.013387449505773962
618,-0.01301858838625638
619,-0.01281691129196112
620,-0.01267665942969726
621,-0.012607200126542966
622,-0.012640692955049276
623,-0.01269708416346598
624,-0.012789795504532136
625,-0.012915082568991567
626,-0.01311001626225942
627,-0.013364405859870716
628,-0.01356431618256726
629,-0.013717159145069664
630,-0.013887413306964308
631,-0.014021703166730773
632,-0.014171458615814148
633,-0.014261131195502855
634,-0.014228166318299984
635,-0.014078696326342793
636,-0.013869765466546948
637,-0.013575010501858074
638,-0.013279621905473243
639,-0.013006742658670165
640,-0.013178155029513177
641,-0.013587071927342355
642,-0.013837473888357826
643,-0.014014181525985646
644,-0.014189329110316522
645,-0.014322388660544177
646,-0.014363920249168344
647,-0.014335500645900204
648,-0.014203461123921592
649,-0.01401409474793285
650,-0.013775895384544448
651,-0.013564770138144748
652,-0.013376959017831983
653,-0.01317606252692197
654,-0.012999591449161995
655,-0.012806973375977719
656,-0.012652131636032408
657,-0.012533496071980808
658,-0.01242845635486348
659,-0.012395330320172357
660,-0.012452707823114226
661,-0.01258105849004668
662,-0.01280137954619198
663,-0.013159594010960474
664,-0.013532579564528295
665,-0.013996330225341955
666,-0.014529744333145569
667,-0.015133953852457891
668,-0.01583571075402358
669,-0.016364792895776553
670,-0.016835669790476737
671,-0.017126615146240427
672,-0.01722276512673945
673,-0.017074146769709937
674,-0.016692370049605595
675,-0.016147068497790046
676,-0.015408635161168771
677,-0.014737196017548176
678,-0.014129691865759172
679,-0.013578165739183625
680,-0.013098611657684014
681,-0.012623717807620699
682,-0.01234097837924924
683,-0.012163065135917415
684,-0.012003492268990744
685,-0.011930469215916518
686,-0.011962325752911233
687,-0.01204658087762231
688,-0.012180953225855667
689,-0.012324651151512905
690,-0.012537790276526272
691,-0.012844601641147296
692,-0.013089377071882222
693,-0.013275263892883226
694,-0.013459529936543016
695,-0.01364312244429792
696,-0.013846741354020482
697,-0.014005834970610193
698,-0.014023424730426242
699,-0.013940826493927324
700,-0.013808236850013136
701,-0.013577864206167738
702,-0.01333584094724761
703,-0.013099943282184971
704,-0.01319964883848344
705,-0.013586266445060292
706,-0.013777790923312286
707,-0.013907789113740692
708,-0.014055927895452564
709,-0.014148152181036613
710,-0.014141170827522292
711,-0.0140576954473074
712,-0.013876479020351974
713,-0.013646504049506871
714,-0.01339717452091919
715,-0.013200252145296283
716,-0.013007118013843546
717,-0.012752135661158412
718,-0.012539185963602867
719,-0.01232662209261228
720,-0.012164677054407987
721,-0.012036475423683309
722,-0.011941956130586738
723,-0.011923072291914685
724,-0.011955199773691671
725,-0.012064312884451252
726,-0.01223696869832054
727,-0.01256265318068467
728,-0.012894474413057501
729,-0.013339781291192095
730,-0.013888479280459425
731,-0.014540220107321375
732,-0.015364078289621575
733,-0.016025798415984137
734,-0.01661989621037816
735,-0.01698214537011774
736,-0.017126061295999657
737,-0.01696747876919077
738,-0.016537562908445255
739,-0.015899536645731936
740,-0.015034495044851822
741,-0.014269566237842804
742,-0.013603722819320777
743,-0.013037482460274176
744,-0.012581363767541156
745,-0.012185899477886687
746,-0.0119464213340025
747,-0.01174176849083837
748,-0.01156414935694791
749,-0.01148544644261301
750,-0.011507386148621691
751,-0.011568401139663764
752,-0.011713124556516909
753,-0.011894558952905199
754,-0.012076055854965875
755,-0.012387459840003773
756,-0.012666637996052915
757,-0.012891118314117378
758,-0.013136921891649068
759,-0.013371227620998684
760,-0.013587400407081479
761,-0.01379255983347355
762,-0.013853453327456878
763,-0.013849853202533338
764,-0.01376662168090646
765,-0.01361066274515244
766,-0.013420322297214427
767,-0.013176536349297233
768,-0.013273688252659194
769,-0.013649438064819885
770,-0.013828853277070228
771,-0.013914907083805172
772,-0.014001540432518946
773,-0.014030682976129874
774,-0.013965761196608745
775,-0.013847803743456807
776,-0.013641921890299079
777,-0.013382601332394984
778,-0.01310418837916199
779,-0.012877760500295116
780,-0.012617966717264593
781,-0.012281331421094523
782,-0.011968352376853056
783,-0.011704125752080954
784,-0.011535251871951289
785,-0.011440686468670646
786,-0.011419497698393467
787,-0.011449628700071716
788,-0.011494352872413491
789,-0.011590223813452538
790,-0.011781624066344755
791,-0.012096686377517638
792,-0.01243562569505366
793,-0.012869553439787348
794,-0.013420983775851604
795,-0.014156600795116084
796,-0.01510930989866452
797,-0.015885064029473636
798,-0.016573890722644126
799,-0.017011574754748102
800,-0.01718675410586764
801,-0.017003596302427867
802,-0.01652255640106992
803,-0.0157699099699773
804,-0.014756778791522913
805,-0.013921687219520086
806,-0.013211347686125087
807,-0.012636652016657637
808,-0.012200605896857427
809,-0.011830644540661992
810,-0.011570136480509087
811,-0.011384206157038565
812,-0.011245138459138972
813,-0.011131656684260952
814,-0.011061645474857136
815,-0.01107247690830794
816,-0.011236348789526132
817,-0.011475007283419375
818,-0.01171333367226725
819,-0.012028440402115146
820,-0.012303897643423963
821,-0.01254143062057769
822,-0.01286819617899749
823,-0.013151696689240265
824,-0.01339110967945824
825,-0.013604244184388362
826,-0.013697603942038715
827,-0.013786623515389998
828,-0.01377095321384953
829,-0.01366182561477759
830,-0.01350301767071581
831,-0.013290547863165934
832,-0.013385309761154542
833,-0.013744793633165695
834,-0.013954322567654786
835,-0.014034878695496548
836,-0.014079207506701214
837,-0.01400968544205409
838,-0.013882516214563271
839,-0.013703949800077594
840,-0.013452851733281283
841,-0.013139112723436007
842,-0.012773605584668992
843,-0.012481484322175307
844,-0.012187785740907274
845,-0.011789632446367836
846,-0.011396107460668123
847,-0.011069168500392251
848,-0.010888027247817771
849,-0.01084448264799284
850,-0.010903996252799971
851,-0.011033837552279128
852,-0.011143920985232788
853,-0.01124897877946246
854,-0.011429261510391274
855,-0.011703530737378318
856,-0.0120127956802175
857,-0.01243450492016777
858,-0.013006504707366109
859,-0.013856185538972028
860,-0.01496284285892951
861,-0.015894349557357405
862,-0.01672591300434035
863,-0.017229502573053317
864,-0.017437091442888346
865,-0.017236935250729307
866,-0.016661131836058444
867,-0.0157776863239001
868,-0.014573688329619763
869,-0.013633952213096772
870,-0.012910074732951872
871,-0.012303948109003033
872,-0.011861486821300657
873,-0.01148230323878726
874,-0.011257651151846982
875,-0.011155430216336467
876,-0.01101245245169617
877,-0.010861150047768348
878,-0.010739647320402206
879,-0.010745391488079785
880,-0.010881192645948851
881,-0.011088900104635892
882,-0.011331988533974479
883,-0.011649671016337787
884,-0.011954643302527651
885,-0.01226204143117728
886,-0.012624902004964484
887,-0.012964801664975809
888,-0.013255560961052662
889,-0.013496097529124618
890,-0.013657617710546641
891,-0.01380374241617736
892,-0.013819686507932985
893,-0.013769555139192253
894,-0.013667192874156402
895,-0.013478765403237628
896,-0.013489234747467558
897,-0.013839202353194186
898,-0.014056450708647038
899,-0.014152889591989593
900,-0.014196257809076442
901,-0.014094043945648322
902,-0.013899136210475553
903,-0.013648793349802589
904,-0.013337244531147945
905,-0.012944565141806332
906,-0.012497098676145905
907,-0.012198413195722783
908,-0.011915817725987854
909,-0.011502103390602491
910,-0.011118330312069066
911,-0.010750985325356557
912,-0.010510532360667126
913,-0.010529906344154754
914,-0.010695560272834205
915,-0.010899458700774408
916,-0.011059056691399092
917,-0.011202331941046119
918,-0.011348345233311753
919,-0.01156361160781229
920,-0.011819402469714172
921,-0.01226187875227279
922,-0.01288786488244772
923,-0.013771850456084157
924,-0.014975452651868086
925,-0.01601985980305282
926,-0.016972435367625105
927,-0.01756786111585672
928,-0.01778875336363768
929,-0.017524245702824043
930,-0.016874151847133322
931,-0.015927657088640912
932,-0.014619619228556355
933,-0.01362400205171548
934,-0.012865385134952955
935,-0.01222116825436917
936,-0.011773892220275651
937,-0.01148061474290366
938,-0.011302126942606655
939,-0.011190053301229925
940,-0.011032715998130093
941,-0.010878065080894768
942,-0.01074838286062846
943,-0.010665058739199621
944,-0.010740504431679931
945,-0.010933917814211857
946,-0.011179866914658863
947,-0.011540151357404028
948,-0.011827244906613832
949,-0.012173206323458426
950,-0.01255679238678742
951,-0.012903251337242329
952,-0.013232087254283416
953,-0.013523134172146583
954,-0.013754433829518018
955,-0.013898116135640782
956,-0.013914828081679091
957,-0.013918572722586323
958,-0.013860433760488757
959,-0.013661232074409078
960,-0.013657555104036937
961,-0.013967541065690058
962,-0.014170876362089819
963,-0.014289123203945672
964,-0.014342877694529091
965,-0.014206629435353215
966,-0.013961069967895326
967,-0.013688645961007365
968,-0.013300400615109249
969,-0.01284059583078334
970,-0.012377190241553893
971,-0.012064488122837703
972,-0.011775348398110784
973,-0.01140317287265715
974,-0.011038359732025722
975,-0.01070130881819217
976,-0.010504047186872994
977,-0.010543166042674084
978,-0.010769533727066214
979,-0.01104075180408055
980,-0.011274765262331319
981,-0.011388858747919207
982,-0.0115091050036909
983,-0.011702176479050062
984,-0.011957517117063084
985,-0.012426424423114944
986,-0.013092369296439104
987,-0.013973309997718225
988,-0.015180325332206653
989,-0.01626432819683686
990,-0.017250680527379155
991,-0.017893202650802076
992,-0.01809987008675078
993,-0.017832381594272247
994,-0.01720525386458774
995,-0.016265091404618705
996,-0.014970805273488963
997,-0.013931246564449539
998,-0.013117505113540468
999,-0.01249701568932831
1000,-0.012110745601635822
1001,-0.011799214671885348
1002,-0.01159364972337206
1003,-0.011483510785923265
1004,-0.01134147941259701
1005,-0.011160781896469468
1006,-0.010959548806666379
1007,-0.010855923954063654
1008,-0.010897948723305054
1009,-0.01106892138110726
1010,-0.011291513806125772
1011,-0.011661937677299063
1012,-0.011967804710380342
1013,-0.01228492280856569
1014,-0.012673960201883914
1015,-0.013004923734768213
1016,-0.013307696773183397
1017,-0.01365314924113236
1018,-0.013929277817075581
1019,-0.014105256572318986
1020,-0.014125011136175071
1021,-0.014137181391828952
1022,-0.01408191808192377
1023,-0.013835068139109332
1024,-0.013833287432078388
1025,-0.014127696900966026
1026,-0.014330848093331081
1027,-0.014461180140867344
1028,-0.014516003810263835
1029,-0.014370669965705525
1030,-0.014116140067457351
1031,-0.013817862821592695
1032,-0.013400349893456908
1033,-0.012943880631943397
1034,-0.012510105334423764
1035,-0.012230188058938862
1036,-0.0120245911214688
1037,-0.011742497635185676
1038,-0.011389695403243357
1039,-0.011097180580236338
1040,-0.010962948669592035
1041,-0.01099492712060534
1042,-0.011212312183130155
1043,-0.011487741594052284
1044,-0.01171774061218996
1045,-0.011849166286712697
1046,-0.011931223407633052
1047,-0.012117893039870825
1048,-0.012413214304892365
1049,-0.012926897216701011
1050,-0.013579030716021215
1051,-0.014358246173581399
1052,-0.015488903972329509
1053,-0.016549411051031613
1054,-0.01752865834129104
1055,-0.018182044725358323
1056,-0.01840169029200684
1057,-0.018169341260689253
1058,-0.017583370026169536
1059,-0.016703830240399085
1060,-0.015461544058414562
1061,-0.014422491804082676
1062,-0.013614270160227652
1063,-0.013062425531082543
1064,-0.012688870988471107
1065,-0.012303843323871215
1066,-0.012123754909693262
1067,-0.012041795139012367
1068,-0.011900200378328356
1069,-0.011702082299291827
1070,-0.01146968857277638
1071,-0.011357209259963558
1072,-0.011396844622794652
1073,-0.01155906308344081
1074,-0.011759937850955216
1075,-0.012081492978144558
1076,-0.012338436960724774
1077,-0.01261928740788833
1078,-0.012981890734160124
1079,-0.013289686575236985
1080,-0.01354866486826336
1081,-0.013899374599000846
1082,-0.014202870561516251
1083,-0.014373985199466779
1084,-0.01440127430181895
1085,-0.014388311228233017
1086,-0.014284072386141022
1087,-0.013994281463578652
1088,-0.013969702430574701
1089,-0.014289347570723943
1090,-0.01451721923590074
1091,-0.01468340855460264
1092,-0.014756042479161235
1093,-0.014648963953661462
1094,-0.01442122500593291
1095,-0.01411748554150916
1096,-0.013717930372860959
1097,-0.013372222107406273
1098,-0.013061037573864846
1099,-0.012834489482779406
1100,-0.012649679215149309
1101,-0.012388104716696612
1102,-0.012066744950948964
1103,-0.011814914444211027
1104,-0.011743187479595995
1105,-0.011826229552674436
1106,-0.012020320847282951
1107,-0.012243003346359641
1108,-0.012441022628861076
1109,-0.012533526657628972
1110,-0.012630268973671055
1111,-0.01285435680663363
1112,-0.013167821705835433
1113,-0.013638276421994684
1114,-0.014209304796912273
1115,-0.01491710809131753
1116,-0.015945547603938168
1117,-0.016930845989181716
1118,-0.017842789702114496
1119,-0.018436595862798576
1120,-0.018680865542911613
1121,-0.018500469823995128
1122,-0.017981358331447005
1123,-0.017179589566919267
1124,-0.016041216446435365
1125,-0.015119609238238194
1126,-0.014390504272532198
1127,-0.01383274814364886
1128,-0.013468334065640637
1129,-0.013110056116723121
1130,-0.01294795509617573
1131,-0.012873275661705976
1132,-0.012726587126330404
1133,-0.012556771969612718
1134,-0.01235650814425762
1135,-0.012262294865930634
1136,-0.012323602572068966
1137,-0.01244922456431336
1138,-0.012610878111577037
1139,-0.012837098532820468
1140,-0.013018807872190532
1141,-0.013264156596764486
1142,-0.013575889053585574
1143,-0.013821750623233646
1144,-0.014045646849849415
1145,-0.014332595746146549
1146,-0.01458551101134075
1147,-0.014707252911605965
1148,-0.014698353454094135
1149,-0.014661222187364672
1150,-0.014503569028050197
1151,-0.014186386888088117
1152,-0.014136980188635651
